Adhoc_Param_Syn_Lower,Ad-hoc_Param,Entity
euphoria,Euphoria,ProblemsDim
sleep apnea,Excessive Daytime Sleepiness (Eds),ProblemsDim
narcolepsy,Excessive Daytime Sleepiness (Eds),ProblemsDim
idiopathic hypersomnia,Excessive Daytime Sleepiness (Eds),ProblemsDim
kleine-levin syndrome,Excessive Daytime Sleepiness (Eds),ProblemsDim
restless legs syndrome,Excessive Daytime Sleepiness (Eds),ProblemsDim
periodic limb movement disorder,Excessive Daytime Sleepiness (Eds),ProblemsDim
shift work sleep disorder,Excessive Daytime Sleepiness (Eds),ProblemsDim
jet lag,Excessive Daytime Sleepiness (Eds),ProblemsDim
delayed sleep phase syndrome,Excessive Daytime Sleepiness (Eds),ProblemsDim
irregular sleep-wake rhythm disorder,Excessive Daytime Sleepiness (Eds),ProblemsDim
excessive daytime sleepiness (eds),Excessive Daytime Sleepiness (Eds),ProblemsDim
irritability,Feeling Irritable,ProblemsDim
mood swings,Feeling Irritable,ProblemsDim
agitation,Feeling Irritable,ProblemsDim
nervousness,Feeling Irritable,ProblemsDim
restlessness,Feeling Irritable,ProblemsDim
feeling irritable,Feeling Irritable,ProblemsDim
gad,Generalized Anxiety Disorder,ProblemsDim
generalized anxiety disorder (gad),Generalized Anxiety Disorder,ProblemsDim
"anxiety disorder, generalized",Generalized Anxiety Disorder,ProblemsDim
generalized anxiety,Generalized Anxiety Disorder,ProblemsDim
gad symptoms,Generalized Anxiety Disorder,ProblemsDim
generalized anxiety syndrome,Generalized Anxiety Disorder,ProblemsDim
generalized anxiety disorder,Generalized Anxiety Disorder,ProblemsDim
hallucinations,Hallucination,ProblemsDim
psychosis,Hallucination,ProblemsDim
delusions,Hallucination,ProblemsDim
auditory hallucinations,Hallucination,ProblemsDim
visual hallucinations,Hallucination,ProblemsDim
tactile hallucinations,Hallucination,ProblemsDim
olfactory hallucinations,Hallucination,ProblemsDim
gustatory hallucinations,Hallucination,ProblemsDim
somatic hallucinations,Hallucination,ProblemsDim
hallucination,Hallucination,ProblemsDim
icd,Impulse Control Disorder,ProblemsDim
impulse disorder,Impulse Control Disorder,ProblemsDim
behavioral impulse disorder,Impulse Control Disorder,ProblemsDim
compulsive behavior disorder,Impulse Control Disorder,ProblemsDim
impulse-related disorder,Impulse Control Disorder,ProblemsDim
impulse control disorder,Impulse Control Disorder,ProblemsDim
ic,Insomnia,ProblemsDim
ih,Insomnia,ProblemsDim
is,Insomnia,ProblemsDim
sleep disorder,Insomnia,ProblemsDim
sd,Insomnia,ProblemsDim
restless sleep syndrome,Insomnia,ProblemsDim
rss,Insomnia,ProblemsDim
sleeplessness,Insomnia,ProblemsDim
slp,Insomnia,ProblemsDim
sleep deprivation,Insomnia,ProblemsDim
sd,Insomnia,ProblemsDim
insomnia,Insomnia,ProblemsDim
suicide attempt,Intentional Self Harm,ProblemsDim
self-inflicted injury,Intentional Self Harm,ProblemsDim
deliberate self harm,Intentional Self Harm,ProblemsDim
parasuicide,Intentional Self Harm,ProblemsDim
nonfatal suicide,Intentional Self Harm,ProblemsDim
intentional overdose,Intentional Self Harm,ProblemsDim
self-poisoning,Intentional Self Harm,ProblemsDim
self-mutilation,Intentional Self Harm,ProblemsDim
intentional self harm,Intentional Self Harm,ProblemsDim
itch,Irritation,ProblemsDim
pruritus,Irritation,ProblemsDim
inflammation,Irritation,ProblemsDim
dermatitis,Irritation,ProblemsDim
allergic reaction,Irritation,ProblemsDim
skin irritant,Irritation,ProblemsDim
mucosal irritation,Irritation,ProblemsDim
ocular irritation,Irritation,ProblemsDim
irritation,Irritation,ProblemsDim
mdd,Major Depressive Disorder (Mdd),ProblemsDim
depression,Major Depressive Disorder (Mdd),ProblemsDim
clinical depression,Major Depressive Disorder (Mdd),ProblemsDim
unipolar depression,Major Depressive Disorder (Mdd),ProblemsDim
major depressive episode,Major Depressive Disorder (Mdd),ProblemsDim
major depressive disorder (mdd),Major Depressive Disorder (Mdd),ProblemsDim
bipolar mania,Mania,ProblemsDim
manic episode,Mania,ProblemsDim
manic disorder,Mania,ProblemsDim
manic depression,Mania,ProblemsDim
manic-depressive illness,Mania,ProblemsDim
manic-depressive disorder,Mania,ProblemsDim
mania,Mania,ProblemsDim
mental health disorder,Mental And Behavioral Disorder,ProblemsDim
behavioral health disorder,Mental And Behavioral Disorder,ProblemsDim
psychiatric disorder,Mental And Behavioral Disorder,ProblemsDim
mental illness,Mental And Behavioral Disorder,ProblemsDim
behavioral illness,Mental And Behavioral Disorder,ProblemsDim
psychiatric illness,Mental And Behavioral Disorder,ProblemsDim
mental health condition,Mental And Behavioral Disorder,ProblemsDim
behavioral health condition,Mental And Behavioral Disorder,ProblemsDim
psychiatric condition,Mental And Behavioral Disorder,ProblemsDim
mental and behavioral disorder,Mental And Behavioral Disorder,ProblemsDim
mental healthcare,Mental Health,ProblemsDim
psychiatric care,Mental Health,ProblemsDim
psychotherapy,Mental Health,ProblemsDim
counseling services,Mental Health,ProblemsDim
psychiatry,Mental Health,ProblemsDim
psychology,Mental Health,ProblemsDim
mental illness,Mental Health,ProblemsDim
depression,Mental Health,ProblemsDim
anxiety disorder,Mental Health,ProblemsDim
bipolar disorder,Mental Health,ProblemsDim
schizophrenia,Mental Health,ProblemsDim
ptsd,Mental Health,ProblemsDim
ocd,Mental Health,ProblemsDim
add,Mental Health,ProblemsDim
adhd,Mental Health,ProblemsDim
dementia,Mental Health,ProblemsDim
alzheimer's disease,Mental Health,ProblemsDim
mental health,Mental Health,ProblemsDim
mental health disorder,Mental Illness,ProblemsDim
psychiatric condition,Mental Illness,ProblemsDim
psychological disorder,Mental Illness,ProblemsDim
mental health problem,Mental Illness,ProblemsDim
mental health issue,Mental Illness,ProblemsDim
mental health disease,Mental Illness,ProblemsDim
mental illness,Mental Illness,ProblemsDim
msd,Mental State Disorder,ProblemsDim
psychiatric disorder,Mental State Disorder,ProblemsDim
mental illness,Mental State Disorder,ProblemsDim
psychological condition,Mental State Disorder,ProblemsDim
emotional disturbance,Mental State Disorder,ProblemsDim
mental health disorder,Mental State Disorder,ProblemsDim
mental state disorder,Mental State Disorder,ProblemsDim
md,Mood Disorders,ProblemsDim
depression,Mood Disorders,ProblemsDim
bipolar disorder,Mood Disorders,ProblemsDim
anxiety disorder,Mood Disorders,ProblemsDim
major depressive disorder,Mood Disorders,ProblemsDim
dysthymia,Mood Disorders,ProblemsDim
bipolar affective disorder,Mood Disorders,ProblemsDim
panic disorder,Mood Disorders,ProblemsDim
generalized anxiety disorder,Mood Disorders,ProblemsDim
seasonal affective disorder,Mood Disorders,ProblemsDim
postpartum depression,Mood Disorders,ProblemsDim
schizophrenia,Mood Disorders,ProblemsDim
mood swings,Mood Disorders,ProblemsDim
mania,Mood Disorders,ProblemsDim
depressive episode,Mood Disorders,ProblemsDim
bipolar i disorder,Mood Disorders,ProblemsDim
bipolar ii disorder,Mood Disorders,ProblemsDim
mood disorder due to another medical condition,Mood Disorders,ProblemsDim
mood disorder nos,Mood Disorders,ProblemsDim
mood disorders,Mood Disorders,ProblemsDim
ms,Mood Swings,ProblemsDim
bipolar disorder,Mood Swings,ProblemsDim
depression,Mood Swings,ProblemsDim
major depressive disorder,Mood Swings,ProblemsDim
mood affective disorder,Mood Swings,ProblemsDim
affective mood disorder,Mood Swings,ProblemsDim
mood swings,Mood Swings,ProblemsDim
narcolepsy,Narcolepsy,ProblemsDim
narcolepsy type 1,Narcolepsy,ProblemsDim
narcolepsy type 2,Narcolepsy,ProblemsDim
primary narcolepsy,Narcolepsy,ProblemsDim
secondary narcolepsy,Narcolepsy,ProblemsDim
cataplexy,Narcolepsy,ProblemsDim
hypocretin deficiency,Narcolepsy,ProblemsDim
excessive daytime sleepiness,Narcolepsy,ProblemsDim
sleep paralysis,Narcolepsy,ProblemsDim
nightmares,Narcolepsy,ProblemsDim
rem sleep disorder,Narcolepsy,ProblemsDim
neurosis,Nervosa,ProblemsDim
anorexia nervosa,Nervosa,ProblemsDim
bulimia nervosa,Nervosa,ProblemsDim
obsessive-compulsive disorder (ocd),Nervosa,ProblemsDim
panic disorder,Nervosa,ProblemsDim
posttraumatic stress disorder (ptsd),Nervosa,ProblemsDim
nervosa,Nervosa,ProblemsDim
od,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
omd,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
oculomotor nerve palsy,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
oculogyric crisis,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
nystagmus,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
strabismus,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
diplopia,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
convergence insufficiency,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
saccadic dysfunction,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
optokinetic nystagmus,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
gaze palsy,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
ocular alignment disorder,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
oculomotor disorders/ocular motor dysfunction,Oculomotor Disorders/Ocular Motor Dysfunction,ProblemsDim
obesity,Overeating,ProblemsDim
binge eating disorder,Overeating,ProblemsDim
compulsive overeating,Overeating,ProblemsDim
gorging,Overeating,ProblemsDim
gluttony,Overeating,ProblemsDim
hyperphagia,Overeating,ProblemsDim
overeating,Overeating,ProblemsDim
pd,Personality Disorder,ProblemsDim
bpd,Personality Disorder,ProblemsDim
npd,Personality Disorder,ProblemsDim
hpd,Personality Disorder,ProblemsDim
aspd,Personality Disorder,ProblemsDim
ocpd,Personality Disorder,ProblemsDim
avpd,Personality Disorder,ProblemsDim
spd,Personality Disorder,ProblemsDim
ddp,Personality Disorder,ProblemsDim
munchausen's syndrome by proxy,Personality Disorder,ProblemsDim
personality disorder,Personality Disorder,ProblemsDim
pd,Personality Disorders,ProblemsDim
cluster a,Personality Disorders,ProblemsDim
cluster b,Personality Disorders,ProblemsDim
cluster c,Personality Disorders,ProblemsDim
antisocial pd,Personality Disorders,ProblemsDim
borderline pd,Personality Disorders,ProblemsDim
histrionic pd,Personality Disorders,ProblemsDim
narcissistic pd,Personality Disorders,ProblemsDim
avoidant pd,Personality Disorders,ProblemsDim
dependent pd,Personality Disorders,ProblemsDim
obsessive-compulsive pd,Personality Disorders,ProblemsDim
schizoid pd,Personality Disorders,ProblemsDim
schizotypal pd,Personality Disorders,ProblemsDim
paranoid pd,Personality Disorders,ProblemsDim
passive aggressive pd,Personality Disorders,ProblemsDim
hypochondriacal pd,Personality Disorders,ProblemsDim
somatic pd,Personality Disorders,ProblemsDim
masochistic pd,Personality Disorders,ProblemsDim
sadistic pd,Personality Disorders,ProblemsDim
negativistic pd,Personality Disorders,ProblemsDim
compulsive pd,Personality Disorders,ProblemsDim
exhibitionist pd,Personality Disorders,ProblemsDim
psychopathic pd,Personality Disorders,ProblemsDim
personality disorders,Personality Disorders,ProblemsDim
schizophrenia,Psychosis,ProblemsDim
delusional disorder,Psychosis,ProblemsDim
bipolar disorder,Psychosis,ProblemsDim
major depressive disorder with psychotic features,Psychosis,ProblemsDim
schizoaffective disorder,Psychosis,ProblemsDim
psychotic depression,Psychosis,ProblemsDim
acute psychosis,Psychosis,ProblemsDim
chronic psychosis,Psychosis,ProblemsDim
first-episode psychosis,Psychosis,ProblemsDim
postpartum psychosis,Psychosis,ProblemsDim
psychosis,Psychosis,ProblemsDim
psychotic disorders,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
schizophrenia spectrum and other psychotic disorders,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
mood disorders (bipolar and related),Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
schizophrenia,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
bipolar disorder,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
psychosis,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
schizoaffective disorder,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
psychosis/schizophrenia/bipolar disorder,Psychosis/Schizophrenia/Bipolar Disorder,ProblemsDim
schizophrenia,Psychotic Disorders,ProblemsDim
bipolar disorder,Psychotic Disorders,ProblemsDim
major depressive disorder,Psychotic Disorders,ProblemsDim
delusional disorder,Psychotic Disorders,ProblemsDim
schizoaffective disorder,Psychotic Disorders,ProblemsDim
psychosis nos,Psychotic Disorders,ProblemsDim
personality disorder,Psychotic Disorders,ProblemsDim
dissociative disorder,Psychotic Disorders,ProblemsDim
substance-induced psychotic disorder,Psychotic Disorders,ProblemsDim
psychotic disorders,Psychotic Disorders,ProblemsDim
rup,Reactive Unspecified Psychosis,ProblemsDim
psychosis of undetermined cause,Reactive Unspecified Psychosis,ProblemsDim
unspecified reactive psychosis,Reactive Unspecified Psychosis,ProblemsDim
reactive psychosis nos,Reactive Unspecified Psychosis,ProblemsDim
reactive unspecified psychosis,Reactive Unspecified Psychosis,ProblemsDim
ras therapy,Relaxation And Sleep Therapy,ProblemsDim
sleep relaxation therapy,Relaxation And Sleep Therapy,ProblemsDim
therapy for relaxation and sleep,Relaxation And Sleep Therapy,ProblemsDim
sleep-related relaxation therapy,Relaxation And Sleep Therapy,ProblemsDim
relaxation-based sleep therapy,Relaxation And Sleep Therapy,ProblemsDim
relaxation and sleep therapy,Relaxation And Sleep Therapy,ProblemsDim
scz,Schizophrenia,ProblemsDim
schizo,Schizophrenia,ProblemsDim
sz,Schizophrenia,ProblemsDim
psychosis,Schizophrenia,ProblemsDim
delusional disorder,Schizophrenia,ProblemsDim
mental illness,Schizophrenia,ProblemsDim
chronic mental illness,Schizophrenia,ProblemsDim
psychiatric disorder,Schizophrenia,ProblemsDim
psychotic disorder,Schizophrenia,ProblemsDim
schizophrenia,Schizophrenia,ProblemsDim
osa,Sleep Apnea,ProblemsDim
obstructive sleep apnea,Sleep Apnea,ProblemsDim
central sleep apnea,Sleep Apnea,ProblemsDim
complex sleep apnea syndrome,Sleep Apnea,ProblemsDim
upper airway resistance syndrome,Sleep Apnea,ProblemsDim
hypopnea,Sleep Apnea,ProblemsDim
apnea hypopnea index,Sleep Apnea,ProblemsDim
respiratory disturbance index,Sleep Apnea,ProblemsDim
sleep apnea,Sleep Apnea,ProblemsDim
sbd,Sleep Behavior Disorder,ProblemsDim
sleep disorder,Sleep Behavior Disorder,ProblemsDim
parasomnia,Sleep Behavior Disorder,ProblemsDim
nightmare disorder,Sleep Behavior Disorder,ProblemsDim
rem sleep behavior disorder,Sleep Behavior Disorder,ProblemsDim
sleepwalking disorder,Sleep Behavior Disorder,ProblemsDim
sleep terror disorder,Sleep Behavior Disorder,ProblemsDim
sleep behavior disorder,Sleep Behavior Disorder,ProblemsDim
insomnia,Sleep Disorder,ProblemsDim
sleep apnea,Sleep Disorder,ProblemsDim
narcolepsy,Sleep Disorder,ProblemsDim
restless leg syndrome,Sleep Disorder,ProblemsDim
rem behavior disorder,Sleep Disorder,ProblemsDim
sleep paralysis,Sleep Disorder,ProblemsDim
sleepwalking,Sleep Disorder,ProblemsDim
hypersomnia,Sleep Disorder,ProblemsDim
circadian rhythm sleep disorder,Sleep Disorder,ProblemsDim
sleep disorder,Sleep Disorder,ProblemsDim
polysomnography (psg),Sleep Studies,ProblemsDim
multiple sleep latency test (mslt),Sleep Studies,ProblemsDim
maintenance of wakefulness test (mwt),Sleep Studies,ProblemsDim
actigraphy,Sleep Studies,ProblemsDim
cpap study,Sleep Studies,ProblemsDim
overnight oximetry,Sleep Studies,ProblemsDim
home sleep apnea test (hsat),Sleep Studies,ProblemsDim
sleep studies,Sleep Studies,ProblemsDim
sleepiness,Somnolence,ProblemsDim
drowsiness,Somnolence,ProblemsDim
hypersomnia,Somnolence,ProblemsDim
excessive sleepiness,Somnolence,ProblemsDim
sleep disorder,Somnolence,ProblemsDim
sleep disturbance,Somnolence,ProblemsDim
somnolence,Somnolence,ProblemsDim
ptsd,Stress Disorder,ProblemsDim
post traumatic stress disorder,Stress Disorder,ProblemsDim
acute stress disorder,Stress Disorder,ProblemsDim
adjustment disorder,Stress Disorder,ProblemsDim
anxiety disorder,Stress Disorder,ProblemsDim
panic disorder,Stress Disorder,ProblemsDim
generalized anxiety disorder,Stress Disorder,ProblemsDim
obsessive-compulsive disorder,Stress Disorder,ProblemsDim
stress related disorder,Stress Disorder,ProblemsDim
stress disorder,Stress Disorder,ProblemsDim
wd,"Wandering, In Disease",ProblemsDim
wandering dementia,"Wandering, In Disease",ProblemsDim
wandering disorder,"Wandering, In Disease",ProblemsDim
wandering syndrome,"Wandering, In Disease",ProblemsDim
"wandering, in disease","Wandering, In Disease",ProblemsDim
dd,Developmental Delay,ProblemsDim
developmental disorder,Developmental Delay,ProblemsDim
ddnos,Developmental Delay,ProblemsDim
global developmental delay,Developmental Delay,ProblemsDim
gdd,Developmental Delay,ProblemsDim
specific developmental delay,Developmental Delay,ProblemsDim
sdd,Developmental Delay,ProblemsDim
cognitive developmental delay,Developmental Delay,ProblemsDim
cdd,Developmental Delay,ProblemsDim
speech and language developmental delay,Developmental Delay,ProblemsDim
sldd,Developmental Delay,ProblemsDim
motor developmental delay,Developmental Delay,ProblemsDim
mdd,Developmental Delay,ProblemsDim
social developmental delay,Developmental Delay,ProblemsDim
sd,Developmental Delay,ProblemsDim
developmental delay,Developmental Delay,ProblemsDim
mbd,Mental Behaviour Disorder,ProblemsDim
mental health disorder,Mental Behaviour Disorder,ProblemsDim
psychiatric disorder,Mental Behaviour Disorder,ProblemsDim
behavioral health disorder,Mental Behaviour Disorder,ProblemsDim
mental illness,Mental Behaviour Disorder,ProblemsDim
mental behaviour disorder,Mental Behaviour Disorder,ProblemsDim
nd,Neurodevelopmental Disorder,ProblemsDim
neurod,Neurodevelopmental Disorder,ProblemsDim
neurodevelopmental disorders,Neurodevelopmental Disorder,ProblemsDim
ndd,Neurodevelopmental Disorder,ProblemsDim
neurodevelopmental disability,Neurodevelopmental Disorder,ProblemsDim
ndds,Neurodevelopmental Disorder,ProblemsDim
neurodevelopmental impairment,Neurodevelopmental Disorder,ProblemsDim
ndi,Neurodevelopmental Disorder,ProblemsDim
neurodevelopmental disorder,Neurodevelopmental Disorder,ProblemsDim
pdd,Pervasive Developmental Disorder,ProblemsDim
autism spectrum disorder,Pervasive Developmental Disorder,ProblemsDim
asd,Pervasive Developmental Disorder,ProblemsDim
asperger's syndrome,Pervasive Developmental Disorder,ProblemsDim
rett syndrome,Pervasive Developmental Disorder,ProblemsDim
childhood disintegrative disorder,Pervasive Developmental Disorder,ProblemsDim
